Sample1,Sample2,Sample3,Sample4,Sample6
7436,12113,15857,10557,10151
5351,10415,14353,12079,5356
8920,12425,15621,14654,26050
5748,8881,9012,11659,39642
7242,9714,10914,11278,10010
4239,9584,4104,8185,5381
5320,17298,2143,7690,14149
5800,4932,1830,9760,21258
4695,3911,2386,5367,20202
3647,3206,2117,4848,18210
3281,3444,1936,5358,7761
1963,2313,1619,2274,4874
3026,3071,1500,2079,4365
2010,1921,1286,2259,4254
2317,2439,1773,2564,4370
6313,8003,3279,2409,3853
5236,9716,3155,2506,4924
3722,9025,2447,1856,5059
5047,7702,2840,2851,12743
8499,12480,3433,3223,17149
8299,14629,3160,1856,16958
11191,16996,7522,2439,17956
8332,11491,12944,1782,13409
7016,9509,10372,3447,11492
5907,9366,8968,3899,9305
5843,9570,11711,2250,10365
4855,12270,7924,2134,11103
5037,12505,8140,5275,13333
6583,11815,7954,10992,12413
11152,10310,10161,7528,11971
6680,10674,13415,7912,13514
8094,15545,17380,12504,11938
5048,8756,13275,7807,11309
4593,7233,10593,5716,8776
4416,10083,8950,8748,8882
6310,9343,9864,10156,30171
5066,7922,4204,11787,10071
9601,13705,3191,15198,12803
8269,3455,1701,4160,16326
3719,2865,1960,3927,11902
4216,3705,2321,4572,15913
3150,3226,2643,4420,6046
2441,2601,1110,2536,3590
1837,1767,1293,2153,5065
2118,1674,1152,1984,3310
2362,2356,1897,2911,4009
5134,6133,3218,2367,3194
5033,10647,2465,1848,2796
4382,12414,2773,1840,5253
6293,9759,1884,1798,9079
6187,9333,5171,4318,12435
12119,15579,3659,3013,9753
5896,12613,3605,2624,18631
8883,11814,4040,2599,16996
6927,9071,3563,1620,10153
5934,9153,8097,1441,9755
8210,12915,12746,3515,16401
4698,11637,10617,2320,13305
3378,8484,6123,3344,12583
8807,12736,8380,5149,11455
8745,8852,8336,5253,11840
5952,10070,10498,7450,13054
6328,7551,17662,8956,11375
7603,9662,14351,12162,32437
5961,8646,11554,9850,7826
5442,10898,10776,11089,8116
7788,9835,5847,7555,26835
5192,7342,3420,4619,9746
4391,8781,2494,4255,11051
8840,3449,1939,5727,14531
4198,3068,1559,4336,16410
3090,2409,1729,3428,14592
2575,2101,2294,3625,5305
2809,2908,2171,3235,4850
2691,2728,1706,2642,4375
1757,1647,889,1191,2394
2444,2600,1838,2544,3729
4958,5427,3132,2382,4200
4451,6721,2415,1746,2958
3958,12915,2342,1874,4662
6164,9041,3067,2910,4788
5205,7502,2423,2323,10049
8604,13188,3587,3240,6180
7311,13002,3772,3984,15234
6638,9930,2734,2444,14290
6889,8226,1194,1178,10798
7612,9460,3088,2230,11994
8755,10546,4888,2455,9840
6135,10841,6722,2169,12189
4578,6760,6794,2593,6947
4928,7300,8540,3701,8443
8030,10004,14521,4385,13890
6268,8447,14463,3312,15664
6000,7219,15740,5120,11540
6848,5814,15645,3885,8823
5897,10751,13640,4358,6952
6124,7558,11426,4805,8689
6019,9282,5430,5190,19169
5219,7019,3199,4380,7411
6020,10048,3001,4931,12645
7215,5107,4665,6886,16991
4222,3891,1962,3189,15760
3279,2857,1553,3597,10361
3002,3198,1525,3644,4235
2503,3263,2051,3287,4788
1856,2307,1480,2573,4514
2651,2474,2101,2303,4366
1904,2005,1326,1687,2631
3686,4878,3491,3010,4896
5577,8040,3114,1832,3385
4952,12103,3508,2553,5700
3878,5696,3269,2745,5228
6126,9224,3185,2969,5554
5825,10452,2625,2254,12171
8731,16392,3044,3635,13741
8716,12656,3157,2846,14174
8465,9440,2397,1793,13570
5502,9626,2600,2074,12847
8420,12894,2905,2229,12164
6708,10570,3552,1878,10646
7409,9829,4926,3364,8460
4838,9373,9662,2846,10281
10714,13593,14255,3522,13463
7271,14507,13480,2487,12028
4317,10180,12648,4647,25315
3432,10327,13068,3267,7940
3794,12614,10170,3116,6288
5270,10227,7965,3383,7384
7219,5904,3644,4480,12466
4864,6953,2749,3398,7515
5252,5988,2882,4229,15352
6241,4411,1220,3009,19939
3527,3588,1585,3263,13369
3408,3274,1584,3062,8198
2954,2332,1574,2580,5160
2743,3407,1902,3399,5235
3290,3596,2266,3697,5960
2780,2595,1971,2011,3478
4426,4704,3612,3369,5270
5566,6592,4633,3494,5818
4930,7168,4078,3132,4376
3501,5751,2354,1584,2837
4800,12199,3151,3001,5019
10226,14141,4332,3333,8983
7246,10920,2466,1887,7203
7167,9844,5105,4890,10997
8821,12570,2922,3062,12019
8342,14493,2066,1667,14445
5025,9659,2678,2272,9602
7504,12835,2822,2410,9324
8734,14734,2606,2352,10408
6968,9159,3194,2783,8040
6487,12792,3855,2740,8023
7606,9020,4986,2408,5593
8143,13543,9720,3659,23431
6031,11138,9105,4308,16737
3903,11286,4906,2753,5844
6958,13199,3623,3294,8388
7099,9753,3644,2929,12612
5411,8202,2277,2827,6605
7027,6101,4474,4170,5655
5319,5069,2636,3334,12140
7634,3589,1561,3744,18844
6904,3715,1411,3477,15028
4102,2504,1459,2788,5603
2885,2097,1188,2805,5744
3158,3626,2221,3181,6070
2671,2543,1669,2679,4634
1882,1570,1179,1571,2697
2012,2371,1623,2040,2880
3833,4260,3267,2706,3879
3662,4684,2721,1803,2997
3091,5181,2753,1813,3175
3105,6618,2932,2682,3922
7331,10654,4027,3238,6791
5132,8041,2537,1926,4806
6599,11989,3381,2904,8059
7064,13362,3618,3370,11014
8291,12815,2509,1821,10468
6601,7193,3085,3187,9703
6866,8695,3281,3108,13739
7181,11195,1950,2322,10735
7811,8697,3463,3784,9000
5915,15184,2796,3559,4384
10092,9659,3085,3405,9137
3710,8036,3168,2995,11313
8632,19011,6529,4450,20198
5884,15175,3390,2430,4840
9027,11458,4285,5199,7863
11851,14522,4149,4372,22775
8330,9779,2451,3669,6341
5564,5649,4752,4375,11796
5836,4253,3142,4483,16698
3229,3043,1200,2505,16008
5861,4420,2408,4073,15526
5798,4844,3281,4400,7665
2535,2157,1339,2408,4460
2575,3252,2111,2357,5334
2312,2418,1691,2021,4029
1940,1766,1143,1586,2640
1819,2471,2142,1847,2872
2819,3690,2471,2126,2689
2619,4275,2699,2086,2879
2401,5302,2602,1742,2829
4518,6455,4301,3356,5246
5840,7590,2751,2301,3788
7372,13565,2931,2049,4574
4622,7018,2466,2397,4025
5494,8201,3295,2813,6682
8758,12003,2747,1930,12001
6200,8777,2732,2614,10708
10832,13245,3952,4365,15992
6968,9030,2534,2968,7393
7832,11582,2956,3728,6725
7640,22329,4387,5003,10966
8437,14752,2534,3499,25226
5904,21602,4273,4663,27937
5341,9143,2802,4073,5486
8403,7897,1715,2576,7541
7339,6862,2662,3587,6810
11549,7669,3664,4703,9938
4867,7485,1753,2003,3236
5261,2917,1614,1952,11597
4467,4628,3117,3909,14184
4573,2423,1118,1820,20353
3853,3274,2240,3103,14222
3626,3658,2096,2538,5822
2254,2317,1027,2891,3357
2737,3434,2189,3005,5715
1673,1806,1021,1498,2392
2262,2048,1737,2270,2859
2822,3321,2067,1988,3232
2556,3139,3587,3394,4455
3377,4928,3840,3357,4413
2916,4607,3346,2427,2983
4132,5516,3204,2719,3598
5342,9100,4082,3458,4700
7507,5455,3426,2053,4186
6046,5350,3335,3022,5012
6434,14789,2849,2057,3757
6734,12072,3414,2491,7508
6577,9476,4229,3551,10935
7807,10224,3235,3246,11779
7222,12139,3264,3087,9336
5935,7013,2764,3458,4715
6707,14365,3227,4095,17677
7940,13876,2067,2836,4951
5339,6165,2173,4175,5531
12059,8267,2417,3588,6650
7836,4578,3266,3667,4475
10546,5758,2866,4499,15091
4470,5578,2524,3667,3316
4521,10815,1782,2399,7853
3274,3336,2024,2760,15494
4834,3191,2036,3020,15497
3689,3012,1307,2159,20254
4664,4231,3072,3826,10475
3093,3383,2210,3216,6587
2837,3759,2179,3817,5551
3035,3812,2702,2348,5642
2640,3284,1797,2641,3737
4123,4133,2276,2586,3168
2163,2239,1508,1429,2374
3285,3860,3498,2894,3999
3226,4052,3566,2876,4326
2686,3649,3023,2327,2953
3205,4034,3543,2983,3015
4533,5222,4711,3981,5434
3492,5559,3209,2245,3441
5313,4579,3333,3006,4562
5178,5301,3751,2878,4679
4876,5233,2409,1522,3319
5713,6001,2148,1708,3627
4549,5579,2505,2322,4907
4268,4090,1686,1884,3781
4648,4013,2361,2576,5978
5135,7457,3003,3452,8189
12738,8989,3602,4431,8703
9867,6895,2866,3821,6278
7223,5294,3484,3798,5322
4091,4358,4078,4131,13837
4127,3765,2023,2913,4423
3209,3359,2259,3328,8236
4726,5165,3059,4520,12076
6352,4736,3246,4201,14233
6228,5342,3751,4004,17494
6139,6020,3146,3208,9224
4057,4572,3737,3430,9789
2547,3202,1648,2387,3934
2773,3326,1281,2587,4008
2568,3496,1555,2610,3033
2624,3027,1913,2553,3368
2001,2209,1096,1938,2454
2490,2781,2061,2248,3498
3133,3814,4033,3559,5489
1424,1998,2302,1723,2275
2717,3213,3050,2411,3236
3706,3677,3632,3494,3706
2922,3498,3186,2535,2984
3653,4405,2919,2275,2212
3837,3603,3118,3152,3531
3024,3539,2632,2598,3418
4943,3329,2615,2134,3379
5834,4516,3405,2946,5138
5454,4563,3669,3143,5557
5252,3494,2795,2563,11650
5176,3900,2162,2611,10768
4099,4398,3373,3048,10801
5636,3458,2807,2395,11410
4326,3468,1832,2318,9029
7197,6098,3749,3661,8623
2973,4106,2069,2718,3136
2753,2613,1592,2225,5526
4651,5109,3004,4469,12387
4592,4706,2664,4259,14158
3304,4471,2201,3730,12371
4497,4878,3742,5375,13288
2780,2848,1546,3473,6489
3736,4284,2927,4299,6542
4645,5323,3599,4472,6016
2691,3178,1945,3883,4324
2651,3414,1997,3718,3989
1176,1779,840,2096,2081
2800,3257,308,2460,3251
2216,2571,1928,2099,4014
3073,3911,3807,3402,4762
3687,4615,3696,2918,4112
2993,3470,2669,2054,3219
3081,3296,2891,2680,3065
3109,3540,3235,2939,3156
3041,3967,3181,2788,3266
3255,3828,2953,3326,3558
3021,3920,3296,2939,3711
3477,3926,2631,2219,3495
2454,3037,3553,3555,5696
1157,1493,1553,1427,3744
4243,4677,3544,3440,14810
3214,3551,2803,3185,5690
5597,5915,4027,3782,4038
2923,2681,2885,2650,3608
3595,4277,4466,4941,5712
4246,4719,2753,3122,4533
2749,3852,2250,2635,6060
3554,4374,3606,3925,9506
3754,4860,4155,4621,10586
2036,2759,1434,2880,8063
3603,4079,2780,4279,9884
3129,3615,2226,4371,6760
2334,2801,1755,3276,6071
2966,3912,2242,4219,4315
2386,3066,1840,3820,4384
2395,2925,1646,3275,3266
1785,2382,1301,2136,2513
2597,3357,2015,3209,4091
5424,5187,4245,4193,7419
3085,3105,2659,2458,4808
2740,4027,3335,3362,3873
3258,3680,2378,2248,2832
2334,2546,2082,1540,1948
2979,3448,3161,2950,3385
3337,3599,3363,3828,5301
1856,2397,1761,2226,2241
3225,3436,2829,3905,3818
5276,5567,3570,3664,3714
3691,4117,2404,2619,2688
3898,3691,2499,2742,3067
3697,3612,3855,4483,5614
2930,2746,2882,3091,5067
3611,3393,3693,4499,9610
3864,3689,4003,4075,5054
2024,2097,1929,2616,3160
3422,3727,3273,4721,5170
4723,5295,3398,4246,6338
2954,4232,3281,3742,6596
3128,3987,2036,2381,3603
3470,5193,3688,4146,10311
2314,3497,1796,2287,5564
2634,3283,2167,3487,4570
4352,5037,3849,4853,6618
2888,3380,1962,3199,4312
3368,4265,2682,4610,5316
2641,3286,1452,2848,3693
1496,2247,1237,2171,2543
1538,2646,1357,2457,3475
2885,3435,1634,2121,3509
1703,2047,1503,1712,2853
2678,2841,1380,1313,2276
3573,4653,3476,3351,3703
2710,3522,2578,2317,2491
2386,3052,2340,1990,2630
2865,3518,3313,3284,3880
5080,5581,2766,3228,3347
2237,2846,2305,2366,2610
3438,3472,2556,3322,3475
2444,2711,2029,2578,2325
2136,2525,2623,2702,2799
1901,1782,1977,2541,2157
3766,3512,3364,3618,3677
3128,3047,2986,2981,3128
3560,3848,3857,4364,5549
3584,3638,3055,3859,3847
3130,2924,2453,3117,3163
2553,2550,1716,2426,2338
3447,3469,2395,4054,3934
2588,2827,1945,3056,3239
2908,3278,2222,2594,3652
7457,7858,4041,4483,6564
2876,3526,2091,3234,3991
2578,2945,1810,3656,3717
2252,2763,2390,3698,4913
2139,2583,1364,3115,3456
3335,3832,2690,4009,5213
2543,3482,2113,3617,4172
2045,2648,1266,2327,2902
1911,3287,1930,2611,3811
2600,3414,1953,2332,4039
1556,2005,1660,1679,2585
2631,3059,2532,2238,4223
3276,3979,3096,3629,4051
3097,4013,2677,2927,3323
2358,3079,2264,1912,2225
2710,3434,2451,2778,2458
2565,3139,1953,2222,2094
2529,2668,2702,2642,2886
2673,3224,2518,3069,3090
3712,4618,3473,4124,4717
2477,3013,2802,2839,2974
1987,2483,1991,2198,2276
5362,5554,3118,3340,3548
2829,3136,2529,2527,2924
2327,2585,2352,2415,3154
3919,4565,3213,3879,4622
2709,2628,1821,2642,2232
2858,3285,2332,3317,3205
3185,3716,2377,2714,3698
2713,3292,2018,2752,3277
1936,2765,870,1762,1718
2516,3339,2015,3199,3858
2420,2866,1519,2623,3199
1602,1936,1627,2338,3649
4653,5433,4028,5029,7571
1961,2364,1736,2973,3572
2969,3657,1937,3592,4016
2420,3123,2466,3555,4824
1910,2858,1291,2060,2884
1607,2537,1376,1993,3107
2926,3683,2406,2047,4069
1979,2095,1656,1825,3082
2462,2515,2533,2079,4161
4505,5163,4942,5449,6032
2171,2767,2256,2534,2975
2045,2576,2170,2312,2501
2817,3179,2746,3178,3605
3919,3968,3455,4422,4619
2934,3275,2847,3081,3602
2162,2902,2401,3446,3065
3671,4554,3060,4512,4598
2158,2717,1694,2115,2171
3038,3781,2061,2716,2822
2116,2794,1723,2811,2176
2243,1969,1877,2721,2225
3821,4200,2843,4134,4262
2464,3027,2544,3780,4119
1698,2514,1490,2432,2213
2446,3554,2182,2815,3766
2512,3624,2172,2191,3201
2928,3976,2468,3008,4168
3363,4465,2481,3251,4590
3170,3650,1906,2835,3270
2156,2603,1149,2020,2727
1380,1884,982,1883,2607
3340,4025,2412,4091,5255
2512,2836,1710,2895,3644
2670,3355,2907,3389,4995
1372,2296,1411,2174,3096
1617,2298,1515,2241,3370
1788,2496,2399,2266,4632
1804,2285,1534,1967,2896
1582,1843,1795,1717,2735
3330,2981,2642,2253,4565
2481,2605,1624,2866,2993
1224,1439,926,1982,2175
2500,2652,1896,2679,3734
2573,2501,1454,3388,3232
3005,3042,1523,3172,3292
1926,2313,1034,2125,1897
2409,2911,1790,3386,3773
3339,4052,1944,3265,3570
1710,2258,863,2140,2177
3922,4516,1956,2771,3968
2339,2844,1080,2252,2217
1657,2251,784,1908,2043
1395,2286,1059,2055,2515
2590,3463,1590,2676,4321
1654,2489,736,1391,1674
2567,3247,1310,2061,3245
1982,3036,1261,2293,3380
2003,2651,1229,1724,2440
1358,1957,679,1593,1948
2231,2703,1405,2877,4081
2964,3318,1254,2788,4504
1352,2013,1840,2372,3476
2480,3258,1777,2774,3861
2571,3445,1935,2541,4174
3579,4621,2158,2673,4537
3189,4341,2297,2682,4240
1470,1797,836,1506,2349
1793,2142,1265,1580,2766
1933,2031,1257,1615,2461
1596,1413,987,1257,2019
1225,1009,1062,1110,2067
